key,item
21102,1326
21102,1940
21102,2431
21102,2887
21102,2475
21102,70
21102,4575
21102,4582
21102,4592
21102,4602
21102,4610
21102,4619
21102,4627
21102,4639
21102,4646
21102,4656
21102,4664
21102,4675
21102,4683
21102,4690
21102,4699
21102,4709
17087,2835
17087,3832
17087,1865
17087,2868
17087,2306
17087,3822
17087,110
16801,2991
16801,3832
16801,2613
16801,928
16801,648
16801,2032
13517,4026
13517,2052
13517,80
13517,2926
13517,959
13517,494
13517,4292
13517,1577
13517,4572
13517,4581
13517,4589
13517,4599
13517,4608
13517,4617
13517,4627
13517,4641
13517,4648
13517,4653
13517,4668
13517,4676
13517,4679
13517,4693
13517,4704
13517,4710
21241,1080
21241,504
21241,979
21241,3355
21241,3110
21241,3818
21241,107
21241,3045
2449,700
2449,3650
2449,2703
2449,3939
2449,2332
2449,1711
20695,2991
20695,3832
20695,3446
20695,2926
20695,348
20695,640
20695,1421
20695,2837
17745,700
17745,2895
17745,1410
17745,774
17745,2171
17745,3384
17745,3660
17745,818
9049,3383
9049,3446
9049,3939
9049,1711
9049,66
9049,4574
9049,4583
9049,4591
9049,4602
9049,4606
9049,4622
9049,4631
9049,4641
9049,4643
9049,4657
9049,4666
9049,4670
9049,4679
9049,4693
9049,4698
9049,4713
15514,3101
15514,1755
15514,3403
15514,3529
15514,1416
15514,3939
15514,74
15514,3244
15514,66
15514,4573
15514,4586
15514,4593
15514,4599
15514,4609
15514,4619
15514,4626
15514,4641
15514,4647
15514,4656
15514,4668
15514,4673
15514,4681
15514,4695
15514,4703
15514,4708
6601,775
6601,597
6601,1440
6601,1296
6601,1488
6601,2423
6601,2579
6601,3581
6601,720
6601,4571
6601,4586
6601,4591
6601,4605
6601,4612
6601,4623
6601,4630
6601,4636
6601,4649
6601,4655
6601,4660
6601,4676
6601,4686
6601,4695
6601,4697
6601,4705
11799,2095
11799,527
11799,1885
11799,4160
11799,3079
11799,343
11799,4574
11799,4584
11799,4590
11799,4599
11799,4612
11799,4617
11799,4631
11799,4639
11799,4643
11799,4658
11799,4660
11799,4671
11799,4684
11799,4689
11799,4703
11799,4712
5792,1067
5792,4518
5792,886
5792,3381
5792,2256
5792,2726
5792,2826
5792,2535
5792,823
5792,4575
5792,4582
5792,4590
5792,4602
5792,4607
5792,4618
5792,4627
5792,4638
5792,4648
5792,4657
5792,4668
5792,4673
5792,4679
5792,4688
5792,4698
5792,4707
10619,4026
10619,2547
10619,3327
10619,3683
10619,2974
10619,237
10619,241
7482,3133
7482,2613
7482,4393
7482,1444
7482,1337
7482,3818
7482,482
7482,3297
7482,2222
7482,4578
7482,4586
7482,4594
7482,4602
7482,4613
7482,4618
7482,4632
7482,4634
7482,4647
7482,4659
7482,4663
7482,4674
7482,4686
7482,4687
7482,4698
7482,4706
10413,2095
10413,527
10413,3601
10413,1337
10413,311
10413,482
10413,3045
10413,2222
10413,4574
10413,4587
10413,4593
10413,4605
10413,4614
10413,4622
10413,4632
10413,4633
10413,4643
10413,4659
10413,4660
10413,4675
10413,4686
10413,4695
10413,4696
10413,4712
4987,3133
4987,3825
4987,3104
4987,2014
4987,2960
4987,2317
4987,2175
16297,1259
16297,4287
16297,2613
16297,1435
16297,1337
16297,1222
16297,1566
16297,2384
16297,4572
16297,4587
16297,4593
16297,4605
16297,4614
16297,4623
16297,4632
16297,4639
16297,4647
16297,4654
16297,4661
16297,4677
16297,4683
16297,4689
16297,4702
16297,4705
13589,2991
13589,3832
13589,3239
13589,1072
13589,2455
13589,3110
13589,3818
13589,107
13589,3045
22440,3399
22440,986
22440,2198
22440,633
22440,3818
22440,107
22440,1878
22440,1105
6875,4026
6875,3832
6875,979
6875,3355
6875,3818
6875,107
6875,3045
6875,1105
6343,1748
6343,2534
6343,3403
6343,3529
6343,1072
6343,2377
6343,2032
6343,2920
6343,4536
6343,2796
6343,4577
6343,4582
6343,4595
6343,4601
6343,4610
6343,4620
6343,4627
6343,4637
6343,4645
6343,4656
6343,4664
6343,4674
6343,4681
6343,4692
6343,4701
6343,4709
10472,3133
10472,3832
10472,613
10472,3409
10472,1072
10472,68
10472,2686
10472,2687
10472,3905
10472,540
10472,1860
20044,3383
20044,236
20044,874
20044,648
20044,1337
20044,794
20044,3045
20044,2222
20044,4578
20044,4587
20044,4594
20044,4605
20044,4614
20044,4623
20044,4632
20044,4641
20044,4647
20044,4659
20044,4660
20044,4674
20044,4686
20044,4693
20044,4697
20044,4711
2018,1259
2018,986
2018,3253
2018,2431
2018,2383
2018,4024
2018,1044
2018,1157
8237,1080
8237,2895
8237,21
8237,3333
8237,2422
8237,4577
8237,4585
8237,4595
8237,4601
8237,4612
8237,4621
8237,4632
8237,4634
8237,4642
8237,4653
8237,4660
8237,4676
8237,4686
8237,4687
8237,4704
8237,4713
8954,1748
8954,631
8954,561
8954,85
8954,1100
8954,2431
8954,3551
8954,3718
16180,3383
16180,3832
16180,2701
16180,4463
16180,4053
16180,942
16180,2050
16180,4530
16180,329
16180,3335
16180,4578
16180,4586
16180,4593
16180,4603
16180,4608
16180,4620
16180,4628
16180,4636
16180,4646
16180,4659
16180,4665
16180,4672
16180,4682
16180,4690
16180,4703
16180,4706
10007,2991
10007,3832
10007,2087
10007,2431
10007,3551
10007,2493
9563,1151
9563,527
9563,80
9563,2868
9563,4173
9563,2118
9563,2487
9563,3670
9563,4479
3661,3133
3661,3825
3661,3403
3661,753
3661,4146
3661,2894
3661,1679
3661,2982
3661,145
10186,1080
10186,2620
10186,4328
10186,2632
10186,2782
10186,831
10186,1246
21315,775
21315,3186
21315,2087
21315,633
21315,1609
21315,578
21315,2440
21315,4504
21315,1200
21315,4570
21315,4586
21315,4593
21315,4597
21315,4614
21315,4616
21315,4631
21315,4633
21315,4643
21315,4653
21315,4660
21315,4670
21315,4678
21315,4692
21315,4701
21315,4713
19593,775
19593,3832
19593,3446
19593,3333
19593,3684
19593,373
19593,4571
19593,4582
19593,4592
19593,4604
19593,4614
19593,4615
19593,4632
19593,4634
19593,4645
19593,4659
19593,4661
19593,4673
19593,4682
19593,4688
19593,4704
19593,4708
12277,2873
12277,4193
12277,2979
12277,4203
12277,3846
12277,3866
12277,112
12277,2490
802,1259
802,2895
802,3446
802,1602
802,2061
802,4470
802,4575
802,4587
802,4589
802,4597
802,4612
802,4616
802,4628
802,4639
802,4645
802,4654
802,4667
802,4675
802,4682
802,4691
802,4699
802,4709
14915,3251
14915,3832
14915,2992
14915,3333
14915,3684
14915,1984
14915,3135
14915,4574
14915,4584
14915,4595
14915,4600
14915,4608
14915,4621
14915,4629
14915,4636
14915,4645
14915,4656
14915,4664
14915,4675
14915,4682
14915,4693
14915,4699
14915,4710
18828,3383
18828,3832
18828,21
18828,1005
18828,3389
18828,125
18828,4094
18828,13
18828,4572
18828,4584
18828,4591
18828,4599
18828,4614
18828,4621
18828,4628
18828,4636
18828,4642
18828,4654
18828,4661
18828,4671
18828,4679
18828,4689
18828,4700
18828,4712
19980,3101
19980,716
19980,765
19980,4267
19980,137
13905,775
13905,631
13905,3403
13905,4234
13905,4298
13905,2032
13905,2024
13905,4186
13905,4577
13905,4580
13905,4595
13905,4601
13905,4611
13905,4619
13905,4627
13905,4638
13905,4644
13905,4656
13905,4665
13905,4674
13905,4681
13905,4691
13905,4701
13905,4709
4110,3383
4110,3832
4110,4039
4110,2643
4110,143
4110,3368
4110,17
4110,843
4110,2214
4110,4288
4110,878
4110,4576
4110,4583
4110,4592
4110,4605
4110,4614
4110,4620
4110,4632
4110,4634
4110,4647
4110,4657
4110,4664
4110,4675
4110,4683
4110,4687
4110,4697
4110,4712
7645,4070
7645,3832
7645,472
7645,2926
7645,3320
7645,3056
7645,4574
7645,4583
7645,4588
7645,4598
7645,4607
7645,4617
7645,4627
7645,4641
7645,4646
7645,4652
7645,4668
7645,4671
7645,4684
7645,4690
7645,4699
7645,4708
22370,3251
22370,3832
22370,4328
22370,3333
22370,3684
22370,1984
22370,373
1590,2991
1590,3832
1590,458
1590,422
1590,2431
1590,1165
1590,3212
9342,4026
9342,2052
9342,4535
9342,2455
9342,4254
9342,2215
9342,1831
18585,3383
18585,3832
18585,613
18585,3409
18585,1072
18585,3957
18585,3939
18585,2566
18585,3244
18585,1711
18585,66
15256,2728
15256,2190
15256,2352
15256,409
15256,3518
15256,1449
15256,160
17527,3133
17527,4328
17527,2926
17527,348
17527,640
17527,3437
17527,4512
9002,2991
9002,3832
9002,400
9002,3939
9002,2332
9002,2566
9002,74
9002,66
7756,3133
7756,3825
7756,3403
7756,4320
7756,1948
7756,1337
7756,395
7756,3827
7756,4565
7756,1470
7756,1525
6980,3293
6980,1326
6980,3104
6980,3355
6980,107
6980,1878
6980,3045
6980,1105
6980,4571
6980,4579
6980,4589
6980,4603
6980,4614
6980,4616
6980,4631
6980,4635
6980,4645
6980,4652
6980,4663
6980,4675
6980,4680
6980,4688
6980,4704
6980,4706
18839,1080
18839,3832
18839,165
18839,3333
18839,4117
18839,3684
18839,201
18839,4572
18839,4579
18839,4590
18839,4604
18839,4606
18839,4615
18839,4625
18839,4637
18839,4646
18839,4659
18839,4668
18839,4672
18839,4686
18839,4694
18839,4703
18839,4706
20388,3383
20388,3832
20388,2703
20388,2032
20388,783
20388,3049
20388,3408
20388,185
20388,4578
20388,4580
20388,4588
20388,4605
20388,4606
20388,4617
20388,4625
20388,4641
20388,4646
20388,4653
20388,4666
20388,4671
20388,4686
20388,4688
20388,4704
20388,4705
12391,1259
12391,4518
12391,653
12391,2056
12391,2586
12391,4462
269,2681
269,597
269,458
269,422
269,2431
269,1945
269,182
269,3212
4088,3251
4088,3832
4088,2950
4088,633
4088,3110
4088,3818
4088,1878
10460,4076
10460,986
10460,3591
10460,3757
10460,2032
10460,4332
15792,1259
15792,3020
15792,3975
15792,2032
15792,3110
15792,3818
15792,107
15792,1105
17771,3133
17771,80
17771,765
7675,1151
7675,1881
7675,2013
7675,409
7675,3114
7675,2144
20038,3232
20038,3606
20038,4147
20038,4436
20038,2032
20038,3818
20038,107
20038,1219
20038,3045
20038,1105
20038,4573
20038,4585
20038,4592
20038,4605
20038,4609
20038,4621
20038,4627
20038,4640
20038,4646
20038,4654
20038,4668
20038,4672
20038,4683
20038,4693
20038,4702
20038,4709
6284,1080
6284,2895
6284,1217
6284,3355
6284,3818
6284,1878
4455,4477
4455,2320
4455,2613
4455,3678
4455,803
4455,4014
4455,1787
4455,2005
4455,2981
10731,2835
10731,986
10731,4328
10731,3939
10731,3145
10731,74
10731,2445
10731,66
10842,2944
10842,986
10842,4147
10842,4329
10842,2216
10842,1337
10842,3639
4853,2991
4853,3832
4853,3017
4853,2032
4853,1768
4853,3224
4853,1900
4853,206
4853,4570
4853,4583
4853,4588
4853,4597
4853,4614
4853,4620
4853,4632
4853,4633
4853,4642
4853,4658
4853,4668
4853,4677
4853,4678
4853,4695
4853,4698
4853,4707
20521,2944
20521,2534
20521,21
20521,2056
20521,2162
20521,1216
20521,2657
12236,1080
12236,1326
12236,2424
12236,1072
12236,37
12236,4281
12236,4576
12236,4580
12236,4594
12236,4602
12236,4608
12236,4620
12236,4627
12236,4637
12236,4646
12236,4655
12236,4664
12236,4676
12236,4681
12236,4688
12236,4701
12236,4710
2023,3338
2023,2190
2023,4391
2023,2926
2023,959
2023,520
2023,364
2023,4574
2023,4583
2023,4591
2023,4598
2023,4606
2023,4617
2023,4625
2023,4640
2023,4649
2023,4652
2023,4666
2023,4677
2023,4684
2023,4694
2023,4700
2023,4707
17445,775
17445,706
17445,3327
17445,402
17445,2926
17445,2150
17445,1712
17445,4577
17445,4587
17445,4594
17445,4604
17445,4609
17445,4619
17445,4628
17445,4640
17445,4645
17445,4659
17445,4668
17445,4671
17445,4683
17445,4695
17445,4703
17445,4708
15703,2873
15703,2190
15703,1346
15703,2014
15703,3110
15703,107
15703,3045
15703,1105
9534,2873
9534,1703
9534,3688
9534,633
9534,3818
9534,1878
9534,1105
6777,3399
6777,3606
6777,2979
6777,4104
6777,803
6777,107
6777,1878
4076,3251
4076,3186
4076,186
4076,3647
4076,2446
4076,3916
4076,2597
9702,3338
9702,1755
9702,3975
9702,2455
9702,3818
9702,4576
9702,4583
9702,4590
9702,4602
9702,4607
9702,4622
9702,4625
9702,4639
9702,4646
9702,4653
9702,4668
9702,4669
9702,4685
9702,4694
9702,4703
9702,4710
6734,3293
6734,2534
6734,3715
6734,2056
6734,3551
6734,1833
18614,2835
18614,986
18614,3601
18614,2431
18614,2982
18614,4196
18614,1131
18614,2460
10438,3101
10438,723
10438,3917
10438,155
10438,633
10438,3110
10438,3818
10438,1105
2013,3133
2013,2052
2013,3140
2013,765
2013,3301
2013,3876
2013,3005
2013,4573
2013,4583
2013,4594
2013,4599
2013,4612
2013,4621
2013,4626
2013,4639
2013,4649
2013,4652
2013,4668
2013,4673
2013,4682
2013,4694
2013,4696
2013,4713
15635,4026
15635,4193
15635,1440
15635,765
15635,3034
15635,3469
15635,4577
15635,4587
15635,4593
15635,4605
15635,4608
15635,4615
15635,4625
15635,4634
15635,4650
15635,4651
15635,4668
15635,4669
15635,4684
15635,4687
15635,4696
15635,4713
12008,2873
12008,1755
12008,2864
12008,2455
12008,923
12008,4254
12008,2142
12008,2337
12008,2215
12008,4578
12008,4587
12008,4588
12008,4605
12008,4607
12008,4617
12008,4625
12008,4635
12008,4646
12008,4657
12008,4668
12008,4669
12008,4679
12008,4687
12008,4704
12008,4705
4951,1938
4951,2547
4951,2613
4951,3678
4951,1530
4951,1924
4951,342
4951,3061
4951,4578
4951,4580
4951,4592
4951,4605
4951,4607
4951,4618
4951,4626
4951,4636
4951,4645
4951,4658
4951,4667
4951,4676
4951,4683
4951,4693
4951,4701
4951,4706
15037,806
15037,1960
15037,3824
15037,765
15037,2519
15037,2559
15037,641
15037,69
17755,1938
17755,4287
17755,2959
17755,2014
17755,649
17755,2466
17755,4102
8399,3251
8399,3825
8399,2613
8399,57
8399,2919
8399,633
8399,3110
8399,3818
8399,3045
11448,4076
11448,2719
11448,4328
11448,1976
11448,3110
11448,3818
11448,482
11448,3045
7574,3101
7574,1326
7574,2013
7574,2032
7574,2465
21922,1938
21922,631
21922,3314
21922,3333
21922,4307
21922,3684
21922,3135
21922,4570
21922,4583
21922,4589
21922,4605
21922,4606
21922,4617
21922,4630
21922,4640
21922,4643
21922,4652
21922,4667
21922,4670
21922,4679
21922,4687
21922,4696
21922,4711
6360,3251
6360,3186
6360,2992
6360,2926
6360,348
6360,640
6360,3437
6360,2837
699,2710
699,2534
699,146
699,2032
699,3818
699,2779
699,3577
699,4571
699,4587
699,4596
699,4597
699,4611
699,4623
699,4631
699,4640
699,4650
699,4652
699,4666
699,4677
699,4685
699,4695
699,4702
699,4713
78,3383
78,3832
78,2200
78,310
78,1333
78,1072
78,3024
78,168
78,765
78,2365
78,867
78,3005
78,4573
78,4583
78,4590
78,4602
78,4607
78,4620
78,4627
78,4641
78,4643
78,4652
78,4662
78,4671
78,4681
78,4692
78,4698
78,4713
7272,2728
7272,597
7272,80
7272,3381
7272,4172
7272,4454
15154,4026
15154,1960
15154,3327
15154,35
15154,2056
15154,2586
15154,2039
15154,564
1544,3338
1544,3832
1544,4328
1544,803
1544,974
1544,2670
1544,462
20655,3383
20655,2347
20655,633
20655,107
20655,1878
9283,1938
9283,2320
9283,1338
9283,2686
9283,2234
9283,2049
8299,3338
8299,706
8299,3253
8299,2431
8299,3551
8299,4118
8299,779
20677,1080
20677,1326
20677,1940
20677,3333
20677,2422
20677,805
20677,3684
20677,1984
18723,3251
18723,3832
18723,1885
18723,143
18723,1128
18723,3921
18723,4572
18723,4587
18723,4588
18723,4605
18723,4613
18723,4622
18723,4632
18723,4639
18723,4650
18723,4659
18723,4663
18723,4677
18723,4681
18723,4690
18723,4703
18723,4713
22227,2991
22227,3832
22227,4328
22227,3333
22227,3134
22227,805
22227,1984
8301,3383
8301,3832
8301,1678
8301,698
8301,3818
8301,107
8301,1878
8301,1870
21637,2991
21637,3832
21637,4283
21637,1245
21637,765
21637,865
21637,3277
21637,322
21637,4032
21637,4161
21637,4574
21637,4579
21637,4588
21637,4605
21637,4613
21637,4616
21637,4624
21637,4634
21637,4650
21637,4658
21637,4667
21637,4669
21637,4686
21637,4688
21637,4701
21637,4705
1785,1259
1785,4193
1785,1602
1785,524
19615,2991
19615,3832
19615,2613
19615,2216
19615,2032
19615,3818
19615,1105
19615,4574
19615,4585
19615,4596
19615,4599
19615,4609
19615,4621
19615,4629
19615,4635
19615,4644
19615,4656
19615,4666
19615,4676
19615,4683
19615,4692
19615,4699
19615,4707
4620,3251
4620,3832
4620,2013
4620,2924
4620,740
4620,3924
4620,3925
4620,2803
4620,3755
4620,4576
4620,4583
4620,4594
4620,4602
4620,4609
4620,4618
4620,4629
4620,4637
4620,4643
4620,4653
4620,4667
4620,4675
4620,4682
4620,4692
4620,4699
4620,4710
8666,775
8666,4287
8666,593
8666,765
8666,3034
8666,2797
8666,4233
8666,1501
8666,4577
8666,4587
8666,4594
8666,4602
8666,4609
8666,4616
8666,4626
8666,4634
8666,4650
8666,4652
8666,4661
8666,4669
8666,4684
8666,4692
8666,4696
8666,4713
19396,2873
19396,597
19396,2613
19396,928
19396,1072
19396,2032
19396,3110
19396,107
19396,1105
19396,4578
19396,4582
19396,4595
19396,4602
19396,4609
19396,4620
19396,4626
19396,4636
19396,4645
19396,4655
19396,4663
19396,4675
19396,4680
19396,4691
19396,4702
19396,4709
17390,2873
17390,3650
17390,2959
17390,4358
17390,2032
17390,507
17390,4571
17390,4587
17390,4595
17390,4605
17390,4611
17390,4621
17390,4624
17390,4641
17390,4650
17390,4658
17390,4668
17390,4670
17390,4679
17390,4695
17390,4703
17390,4709
7661,3251
7661,3832
7661,1081
7661,1933
7661,803
7661,1004
7661,541
7661,3849
7661,917
5372,4477
5372,3832
5372,4328
5372,1005
5372,125
5372,4094
5372,13
5372,2343
9917,2991
9917,3832
9917,613
9917,3409
9917,1072
9917,3957
9917,37
9917,2783
9917,3684
9917,4577
9917,4582
9917,4592
9917,4603
9917,4609
9917,4620
9917,4628
9917,4637
9917,4647
9917,4654
9917,4666
9917,4676
9917,4682
9917,4689
9917,4701
9917,4709
21993,1151
21993,527
21993,3446
21993,2926
21993,348
21993,640
21993,2371
21993,2837
11537,3442
11537,1703
11537,1150
11537,765
11537,3972
11537,2163
11537,4571
11537,4586
11537,4588
11537,4605
11537,4607
11537,4623
11537,4632
11537,4634
11537,4649
11537,4658
11537,4661
11537,4676
11537,4686
11537,4688
11537,4696
11537,4713
3072,1151
3072,706
3072,4328
3072,2868
3072,2306
3072,3822
3072,4576
3072,4585
3072,4591
3072,4598
3072,4606
3072,4622
3072,4630
3072,4638
3072,4650
3072,4659
3072,4667
3072,4674
3072,4683
3072,4689
3072,4696
3072,4711
4396,4026
4396,2895
4396,2959
4396,2926
4396,1421
4396,4512
4396,2837
19051,4026
19051,4193
19051,2703
19051,3129
19051,2276
19051,16
19051,809
16925,2944
16925,716
16925,613
16925,3964
16925,1072
16925,3957
16925,3406
16925,3941
16925,2192
16925,919
6366,3133
6366,3832
6366,4535
6366,633
6366,2262
6366,3818
6366,107
6366,2177
6366,3045
3871,4070
3871,2620
3871,3403
3871,4234
3871,1685
3871,37
3871,4241
3871,866
3871,1022
3871,2725
3871,4571
3871,4587
3871,4596
3871,4605
3871,4606
3871,4623
3871,4631
3871,4636
3871,4650
3871,4659
3871,4665
3871,4677
3871,4685
3871,4689
3871,4700
3871,4707
14402,4477
14402,2805
14402,4328
14402,3939
14402,74
14402,3244
17867,3133
17867,3832
17867,2385
17867,3129
17867,2276
17867,16
17867,1053
17867,3769
17907,3338
17907,3825
17907,4328
17907,1602
17907,311
17907,40
17907,3456
17907,3343
17907,4573
17907,4586
17907,4594
17907,4597
17907,4613
17907,4616
17907,4629
17907,4636
17907,4643
17907,4653
17907,4662
17907,4672
17907,4682
17907,4692
17907,4703
17907,4712
51,3383
51,1440
51,2431
51,662
51,3617
51,3510
51,202
10441,3251
10441,1881
10441,1346
10441,2924
10441,2625
10441,1421
10441,4512
5757,1080
5757,527
5757,236
5757,83
5757,1444
5757,765
5757,2365
5757,4267
5757,2167
5757,867
5757,3005
5757,4576
5757,4580
5757,4590
5757,4600
5757,4610
5757,4617
5757,4632
5757,4641
5757,4648
5757,4653
5757,4663
5757,4673
5757,4682
5757,4694
5757,4699
5757,4712
15535,3100
15535,3606
15535,979
15535,2014
15535,3045
1066,3232
1066,4287
1066,3618
1066,2868
1066,3818
1066,1878
1066,3045
1066,1105
10087,3383
10087,296
10087,409
10087,264
10087,2183
14973,1748
14973,1326
14973,3723
14973,765
14973,2365
14973,2167
14973,867
14973,4576
14973,4583
14973,4595
14973,4599
14973,4609
14973,4617
14973,4627
14973,4641
14973,4646
14973,4652
14973,4662
14973,4671
14973,4684
14973,4695
14973,4698
14973,4713
13773,1080
13773,504
13773,2613
13773,4393
13773,660
13773,803
13773,311
13773,3486
13773,4174
21490,4026
21490,3825
21490,2959
21490,1602
21490,128
21490,1092
21490,3776
21490,596
5967,1080
5967,3832
5967,3207
5967,3381
5967,559
16098,3100
16098,3606
16098,4039
16098,633
16098,1366
5605,2991
5605,3832
5605,4039
5605,2220
5605,4160
5605,3543
5605,2973
5605,576
5605,3045
5605,1763
5605,4574
5605,4579
5605,4588
5605,4603
5605,4614
5605,4623
5605,4632
5605,4640
5605,4649
5605,4657
5605,4668
5605,4677
5605,4684
5605,4688
5605,4699
5605,4713
9817,4070
9817,2895
9817,472
9817,4053
9817,2789
9817,4511
9817,4530
9817,3335
6600,700
6600,2534
6600,1029
6600,633
6600,2262
6600,3040
6600,2177
6600,2208
6600,4378
8478,2991
8478,3832
8478,3601
8478,1602
8478,311
8478,3671
8478,1056
8478,2498
14260,2835
14260,706
14260,3314
14260,3939
14260,2594
14260,3244
14260,4570
14260,4579
14260,4596
14260,4604
14260,4607
14260,4615
14260,4632
14260,4633
14260,4648
14260,4651
14260,4660
14260,4672
14260,4678
14260,4695
14260,4702
14260,4713
8795,3101
8795,1881
8795,3930
8795,3406
8795,2192
8795,919
8795,318
8795,4573
8795,4587
8795,4593
8795,4603
8795,4610
8795,4623
8795,4624
8795,4640
8795,4643
8795,4655
8795,4668
8795,4671
8795,4686
8795,4695
8795,4702
8795,4705
16479,806
16479,1755
16479,400
16479,803
16479,3818
16479,1105
12580,3442
12580,4490
12580,3290
12580,633
12580,107
12580,2177
12580,4378
441,2710
441,2854
441,4039
441,3647
441,1610
12041,4070
12041,716
12041,3403
12041,4320
12041,1416
12041,4053
12041,1747
12041,1242
12041,4197
8504,3383
8504,236
8504,3427
8504,323
8504,2868
8504,4173
8504,2487
8504,3670
8504,4479
21526,1748
21526,1703
21526,236
21526,2623
21526,2919
21526,765
21526,2797
21526,4233
21526,2242
8377,2944
8377,4490
8377,400
8377,2431
8377,1660
8377,2711
8377,3718
8377,779
7414,3100
7414,2320
7414,3403
7414,4320
7414,648
7414,2032
7414,2920
7414,2608
7414,4259
7414,2796
9741,3133
9741,3832
9741,3492
9741,2032
9741,3818
9741,107
9741,1878
9741,3045
16672,2991
16672,3832
16672,3743
16672,2056
16672,4500
16672,2586
16672,3160
16672,564
9475,1259
9475,3186
9475,2701
9475,1861
9475,2032
9475,107
9475,1878
9475,3045
9475,1105
9475,4573
9475,4580
9475,4592
9475,4598
9475,4614
9475,4623
9475,4631
9475,4640
9475,4644
9475,4654
9475,4665
9475,4677
9475,4679
9475,4689
9475,4700
9475,4712
16313,2991
16313,3832
16313,693
16313,1468
16313,1444
16313,2632
16313,831
16313,1246
16313,2746
5401,4423
5401,4490
5401,3591
5401,1718
5401,2032
5401,2898
5401,1936
5401,3304
5401,4578
5401,4584
5401,4592
5401,4599
5401,4614
5401,4623
5401,4629
5401,4641
5401,4650
5401,4659
5401,4661
5401,4672
5401,4686
5401,4694
5401,4696
5401,4705
18812,3383
18812,3832
18812,4039
18812,2431
18812,2247
18812,3888
18812,832
5211,3251
5211,3825
5211,296
5211,1337
5211,1222
5211,1566
5211,2384
5211,845
5211,4572
5211,4587
5211,4593
5211,4605
5211,4613
5211,4623
5211,4632
5211,4639
5211,4648
5211,4655
5211,4662
5211,4677
5211,4683
5211,4689
5211,4703
5211,4705
14598,2944
14598,2320
14598,3601
14598,1337
14598,4312
14598,4220
14598,1399
14598,763
14598,4501
412,3133
412,3832
412,1029
412,3381
412,559
412,4355
412,4574
412,4587
412,4589
412,4597
412,4608
412,4616
412,4629
412,4641
412,4650
412,4659
412,4665
412,4673
412,4680
412,4688
412,4696
412,4712
2184,3251
2184,3832
2184,3327
2184,1337
2184,2605
2184,415
2184,2553
17946,775
17946,631
17946,3403
17946,3342
17946,3882
17946,2785
17946,1079
17946,3466
17946,2764
17946,3122
17946,4573
17946,4582
17946,4596
17946,4600
17946,4609
17946,4623
17946,4631
17946,4634
17946,4650
17946,4659
17946,4668
17946,4677
17946,4685
17946,4694
17946,4704
17946,4713
14720,3133
14720,3825
14720,2158
14720,2926
14720,520
14720,494
14720,4292
14720,364
14720,4573
14720,4584
14720,4588
14720,4598
14720,4609
14720,4618
14720,4628
14720,4641
14720,4643
14720,4654
14720,4667
14720,4673
14720,4678
